"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 21:26:22 GMT 2021","Fri Aug 13 21:27:14 GMT 2021","52631","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 21:25:26 GMT 2021","Fri Aug 13 21:25:30 GMT 2021","4082","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 21:26:06 GMT 2021","Fri Aug 13 21:26:13 GMT 2021","7371","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 21:25:44 GMT 2021","Fri Aug 13 21:25:45 GMT 2021","264","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 21:27:15 GMT 2021","Fri Aug 13 21:27:23 GMT 2021","8736","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Fri Aug 13 21:25:45 GMT 2021","Fri Aug 13 21:26:05 GMT 2021","20175","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 21:27:25 GMT 2021","Fri Aug 13 21:27:31 GMT 2021","6390","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 21:25:39 GMT 2021","Fri Aug 13 21:25:39 GMT 2021","266","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 21:25:35 GMT 2021","Fri Aug 13 21:25:38 GMT 2021","3394","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 21:25:32 GMT 2021","Fri Aug 13 21:25:34 GMT 2021","2465","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 21:26:15 GMT 2021","Fri Aug 13 21:26:21 GMT 2021","6343","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 21:27:32 GMT 2021","Fri Aug 13 21:27:34 GMT 2021","2385","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"broken","Fri Aug 13 21:25:41 GMT 2021","Fri Aug 13 21:25:43 GMT 2021","1904","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
