"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 07:45:01 GMT 2021","Fri Aug 13 07:45:08 GMT 2021","6322","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"broken","Fri Aug 13 07:44:41 GMT 2021","Fri Aug 13 07:44:41 GMT 2021","0","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"broken","Fri Aug 13 07:44:55 GMT 2021","Fri Aug 13 07:45:00 GMT 2021","4326","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 07:45:31 GMT 2021","Fri Aug 13 07:45:34 GMT 2021","2417","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 07:44:36 GMT 2021","Fri Aug 13 07:44:39 GMT 2021","3497","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 07:45:24 GMT 2021","Fri Aug 13 07:45:31 GMT 2021","6462","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 07:44:26 GMT 2021","Fri Aug 13 07:44:30 GMT 2021","4083","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 07:44:41 GMT 2021","Fri Aug 13 07:44:41 GMT 2021","324","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"broken","Fri Aug 13 07:44:44 GMT 2021","Fri Aug 13 07:44:44 GMT 2021","0","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"broken","Fri Aug 13 07:45:08 GMT 2021","Fri Aug 13 07:45:22 GMT 2021","14213","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 07:44:31 GMT 2021","Fri Aug 13 07:44:34 GMT 2021","2617","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"broken","Fri Aug 13 07:44:46 GMT 2021","Fri Aug 13 07:44:54 GMT 2021","7320","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
