"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 18:31:50 GMT 2021","Sun Aug 22 18:31:51 GMT 2021","317","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Sun Aug 22 18:31:24 GMT 2021","Sun Aug 22 18:31:29 GMT 2021","4095","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Sun Aug 22 18:32:22 GMT 2021","Sun Aug 22 18:32:29 GMT 2021","6430","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Sun Aug 22 18:32:30 GMT 2021","Sun Aug 22 18:33:24 GMT 2021","53394","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Sun Aug 22 18:31:34 GMT 2021","Sun Aug 22 18:31:38 GMT 2021","3478","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Sun Aug 22 18:33:26 GMT 2021","Sun Aug 22 18:33:33 GMT 2021","7878","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Sun Aug 22 18:33:35 GMT 2021","Sun Aug 22 18:33:46 GMT 2021","11018","test_conduit","test_TC10_delete_comment","TestConduitApp","","","test_delete_comment",""
"passed","Sun Aug 22 18:31:51 GMT 2021","Sun Aug 22 18:32:12 GMT 2021","20557","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Sun Aug 22 18:33:56 GMT 2021","Sun Aug 22 18:33:58 GMT 2021","2384","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Sun Aug 22 18:31:40 GMT 2021","Sun Aug 22 18:31:40 GMT 2021","302","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Sun Aug 22 18:32:13 GMT 2021","Sun Aug 22 18:32:21 GMT 2021","7465","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Sun Aug 22 18:33:48 GMT 2021","Sun Aug 22 18:33:54 GMT 2021","6481","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Sun Aug 22 18:31:40 GMT 2021","Sun Aug 22 18:31:49 GMT 2021","8097","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Sun Aug 22 18:31:30 GMT 2021","Sun Aug 22 18:31:33 GMT 2021","2711","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
