"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 16:46:10 GMT 2021","Fri Aug 13 16:46:13 GMT 2021","2363","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 16:44:13 GMT 2021","Fri Aug 13 16:44:17 GMT 2021","3915","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 16:44:50 GMT 2021","Fri Aug 13 16:44:56 GMT 2021","6391","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 16:46:02 GMT 2021","Fri Aug 13 16:46:09 GMT 2021","6459","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 16:44:41 GMT 2021","Fri Aug 13 16:44:48 GMT 2021","7387","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 16:44:12 GMT 2021","Fri Aug 13 16:44:12 GMT 2021","270","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 16:44:58 GMT 2021","Fri Aug 13 16:45:51 GMT 2021","53009","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"broken","Fri Aug 13 16:45:52 GMT 2021","Fri Aug 13 16:46:01 GMT 2021","8600","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Fri Aug 13 16:44:08 GMT 2021","Fri Aug 13 16:44:11 GMT 2021","3411","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 16:43:59 GMT 2021","Fri Aug 13 16:44:03 GMT 2021","4083","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 16:44:04 GMT 2021","Fri Aug 13 16:44:06 GMT 2021","2608","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 16:44:20 GMT 2021","Fri Aug 13 16:44:40 GMT 2021","20350","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 16:44:19 GMT 2021","Fri Aug 13 16:44:19 GMT 2021","272","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
