"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 10 07:14:25 GMT 2021","Tue Aug 10 07:14:37 GMT 2021","11920","test_conduit","test_TC4_signin","TestConduitApp","","","test_sign_in",""
"passed","Tue Aug 10 07:14:11 GMT 2021","Tue Aug 10 07:14:15 GMT 2021","4140","test_conduit","test_TC1_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Tue Aug 10 07:14:17 GMT 2021","Tue Aug 10 07:14:19 GMT 2021","2839","test_conduit","test_TC2_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"broken","Tue Aug 10 07:14:42 GMT 2021","Tue Aug 10 07:14:43 GMT 2021","1035","test_conduit","test_TC7_pagination","TestConduitApp","","","test_pagination",""
"passed","Tue Aug 10 07:14:20 GMT 2021","Tue Aug 10 07:14:23 GMT 2021","3080","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"broken","Tue Aug 10 07:14:39 GMT 2021","Tue Aug 10 07:14:40 GMT 2021","1003","test_conduit","test_TC5_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Tue Aug 10 07:14:24 GMT 2021","Tue Aug 10 07:14:24 GMT 2021","1","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
