"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 12:59:17 GMT 2021","Fri Aug 13 12:59:26 GMT 2021","9259","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Fri Aug 13 12:57:31 GMT 2021","Fri Aug 13 12:57:34 GMT 2021","3473","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 12:59:28 GMT 2021","Fri Aug 13 12:59:35 GMT 2021","6515","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 12:57:20 GMT 2021","Fri Aug 13 12:57:24 GMT 2021","4108","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 12:57:26 GMT 2021","Fri Aug 13 12:57:29 GMT 2021","2872","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 12:57:42 GMT 2021","Fri Aug 13 12:57:43 GMT 2021","255","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 12:58:06 GMT 2021","Fri Aug 13 12:58:14 GMT 2021","7480","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 12:57:38 GMT 2021","Fri Aug 13 12:57:42 GMT 2021","4056","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 12:57:36 GMT 2021","Fri Aug 13 12:57:36 GMT 2021","289","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 12:58:22 GMT 2021","Fri Aug 13 12:59:15 GMT 2021","53076","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 12:59:36 GMT 2021","Fri Aug 13 12:59:39 GMT 2021","2421","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 12:58:14 GMT 2021","Fri Aug 13 12:58:21 GMT 2021","6452","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 12:57:44 GMT 2021","Fri Aug 13 12:58:04 GMT 2021","20300","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
