"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 10:00:00 GMT 2021","Fri Aug 13 10:00:05 GMT 2021","5373","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 09:59:08 GMT 2021","Fri Aug 13 09:59:11 GMT 2021","3395","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 10:00:07 GMT 2021","Fri Aug 13 10:00:13 GMT 2021","6377","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 09:58:59 GMT 2021","Fri Aug 13 09:59:03 GMT 2021","4135","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 10:00:14 GMT 2021","Fri Aug 13 10:00:16 GMT 2021","2324","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 09:59:15 GMT 2021","Fri Aug 13 09:59:19 GMT 2021","4398","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 09:59:05 GMT 2021","Fri Aug 13 09:59:08 GMT 2021","2603","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 09:59:21 GMT 2021","Fri Aug 13 09:59:21 GMT 2021","264","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 09:59:52 GMT 2021","Fri Aug 13 09:59:58 GMT 2021","6358","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 09:59:13 GMT 2021","Fri Aug 13 09:59:13 GMT 2021","266","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 09:59:22 GMT 2021","Fri Aug 13 09:59:43 GMT 2021","20165","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 09:59:43 GMT 2021","Fri Aug 13 09:59:51 GMT 2021","7376","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
