"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 06:33:44 GMT 2021","Fri Aug 13 06:33:45 GMT 2021","266","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 06:34:31 GMT 2021","Fri Aug 13 06:34:37 GMT 2021","6376","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 06:33:50 GMT 2021","Fri Aug 13 06:34:10 GMT 2021","20161","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"broken","Fri Aug 13 06:33:46 GMT 2021","Fri Aug 13 06:33:47 GMT 2021","1383","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 06:34:37 GMT 2021","Fri Aug 13 06:34:40 GMT 2021","2344","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 06:34:19 GMT 2021","Fri Aug 13 06:34:26 GMT 2021","6342","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 06:33:40 GMT 2021","Fri Aug 13 06:33:44 GMT 2021","3392","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 06:34:11 GMT 2021","Fri Aug 13 06:34:19 GMT 2021","7358","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 06:33:49 GMT 2021","Fri Aug 13 06:33:49 GMT 2021","266","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 06:33:36 GMT 2021","Fri Aug 13 06:33:39 GMT 2021","2411","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 06:33:31 GMT 2021","Fri Aug 13 06:33:35 GMT 2021","4053","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"broken","Fri Aug 13 06:34:26 GMT 2021","Fri Aug 13 06:34:30 GMT 2021","3859","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
