"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 21:24:21 GMT 2021","Fri Aug 13 21:24:28 GMT 2021","6409","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 21:25:24 GMT 2021","Fri Aug 13 21:25:34 GMT 2021","9844","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Fri Aug 13 21:24:29 GMT 2021","Fri Aug 13 21:25:22 GMT 2021","53094","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 21:23:50 GMT 2021","Fri Aug 13 21:23:51 GMT 2021","304","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 21:23:41 GMT 2021","Fri Aug 13 21:23:44 GMT 2021","3421","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 21:23:32 GMT 2021","Fri Aug 13 21:23:36 GMT 2021","4090","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 21:23:38 GMT 2021","Fri Aug 13 21:23:40 GMT 2021","2596","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 21:23:45 GMT 2021","Fri Aug 13 21:23:45 GMT 2021","309","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 21:25:43 GMT 2021","Fri Aug 13 21:25:46 GMT 2021","2393","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 21:24:13 GMT 2021","Fri Aug 13 21:24:21 GMT 2021","7530","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 21:23:46 GMT 2021","Fri Aug 13 21:23:50 GMT 2021","3952","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 21:23:52 GMT 2021","Fri Aug 13 21:24:12 GMT 2021","20366","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 21:25:35 GMT 2021","Fri Aug 13 21:25:42 GMT 2021","6437","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
