"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 10 08:44:14 GMT 2021","Tue Aug 10 08:44:15 GMT 2021","1028","test_conduit","test_TC5_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"broken","Tue Aug 10 08:44:01 GMT 2021","Tue Aug 10 08:44:13 GMT 2021","11801","test_conduit","test_TC4_signin","TestConduitApp","","","test_sign_in",""
"passed","Tue Aug 10 08:43:45 GMT 2021","Tue Aug 10 08:43:49 GMT 2021","4095","test_conduit","test_TC1_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Tue Aug 10 08:43:50 GMT 2021","Tue Aug 10 08:43:53 GMT 2021","2703","test_conduit","test_TC2_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Tue Aug 10 08:43:59 GMT 2021","Tue Aug 10 08:43:59 GMT 2021","1","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"broken","Tue Aug 10 08:44:16 GMT 2021","Tue Aug 10 08:44:17 GMT 2021","959","test_conduit","test_TC7_pagination","TestConduitApp","","","test_pagination",""
"passed","Tue Aug 10 08:43:55 GMT 2021","Tue Aug 10 08:43:58 GMT 2021","3012","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
