"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 19:37:43 GMT 2021","Thu Aug 12 19:37:45 GMT 2021","2449","test_conduit","test_TC2_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Thu Aug 12 19:37:37 GMT 2021","Thu Aug 12 19:37:41 GMT 2021","4053","test_conduit","test_TC1_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Thu Aug 12 19:37:26 GMT 2021","Thu Aug 12 19:37:32 GMT 2021","6517","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Thu Aug 12 19:37:49 GMT 2021","Thu Aug 12 19:38:10 GMT 2021","20405","test_conduit","test_TC5_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Thu Aug 12 19:37:16 GMT 2021","Thu Aug 12 19:37:22 GMT 2021","6780","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Thu Aug 12 19:38:11 GMT 2021","Thu Aug 12 19:38:18 GMT 2021","6413","test_conduit","test_TC7_pagination","TestConduitApp","","","test_pagination",""
"passed","Thu Aug 12 19:37:24 GMT 2021","Thu Aug 12 19:37:24 GMT 2021","279","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Thu Aug 12 19:37:34 GMT 2021","Thu Aug 12 19:37:36 GMT 2021","2407","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Thu Aug 12 19:37:49 GMT 2021","Thu Aug 12 19:37:49 GMT 2021","1","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Thu Aug 12 19:37:46 GMT 2021","Thu Aug 12 19:37:47 GMT 2021","1495","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
