"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 17:14:39 GMT 2021","Fri Aug 13 17:14:39 GMT 2021","320","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 17:14:34 GMT 2021","Fri Aug 13 17:14:38 GMT 2021","4224","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 17:14:27 GMT 2021","Fri Aug 13 17:14:31 GMT 2021","3561","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 17:16:15 GMT 2021","Fri Aug 13 17:16:24 GMT 2021","9447","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Fri Aug 13 17:16:34 GMT 2021","Fri Aug 13 17:16:37 GMT 2021","2482","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 17:14:41 GMT 2021","Fri Aug 13 17:15:02 GMT 2021","20676","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 17:15:20 GMT 2021","Fri Aug 13 17:16:13 GMT 2021","53642","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 17:16:26 GMT 2021","Fri Aug 13 17:16:33 GMT 2021","6512","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 17:15:03 GMT 2021","Fri Aug 13 17:15:11 GMT 2021","7481","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 17:14:24 GMT 2021","Fri Aug 13 17:14:26 GMT 2021","2727","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 17:14:18 GMT 2021","Fri Aug 13 17:14:22 GMT 2021","4095","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 17:14:32 GMT 2021","Fri Aug 13 17:14:33 GMT 2021","336","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 17:15:11 GMT 2021","Fri Aug 13 17:15:18 GMT 2021","6480","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
