"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 09:22:55 GMT 2021","Fri Aug 13 09:23:15 GMT 2021","20417","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 09:23:57 GMT 2021","Fri Aug 13 09:24:00 GMT 2021","2377","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 09:22:35 GMT 2021","Fri Aug 13 09:22:39 GMT 2021","4088","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 09:22:53 GMT 2021","Fri Aug 13 09:22:53 GMT 2021","265","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 09:23:25 GMT 2021","Fri Aug 13 09:23:31 GMT 2021","6392","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 09:23:49 GMT 2021","Fri Aug 13 09:23:56 GMT 2021","6451","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 09:22:39 GMT 2021","Fri Aug 13 09:22:42 GMT 2021","2661","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 09:22:48 GMT 2021","Fri Aug 13 09:22:52 GMT 2021","3998","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 09:23:16 GMT 2021","Fri Aug 13 09:23:23 GMT 2021","7403","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 09:22:43 GMT 2021","Fri Aug 13 09:22:46 GMT 2021","3456","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 09:22:48 GMT 2021","Fri Aug 13 09:22:48 GMT 2021","266","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"failed","Fri Aug 13 09:23:33 GMT 2021","Fri Aug 13 09:23:48 GMT 2021","14913","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
