"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 23:37:55 GMT 2021","Fri Aug 13 23:38:02 GMT 2021","6463","test_conduit","test_TC11_save_article_text_to_file","TestConduitApp","","","test_save_article_text",""
"passed","Fri Aug 13 23:36:24 GMT 2021","Fri Aug 13 23:36:32 GMT 2021","7416","test_conduit","test_TC06_listing","TestConduitApp","","","test_list_all_posts_of_testuser2",""
"passed","Fri Aug 13 23:38:03 GMT 2021","Fri Aug 13 23:38:06 GMT 2021","2400","test_conduit","test_TC12_logout","TestConduitApp","","","test_log_out",""
"passed","Fri Aug 13 23:36:03 GMT 2021","Fri Aug 13 23:36:24 GMT 2021","20341","test_conduit","test_TC05_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Fri Aug 13 23:36:39 GMT 2021","Fri Aug 13 23:37:32 GMT 2021","53186","test_conduit","test_TC08_upload_post_from_file","TestConduitApp","","","test_create_new_blogposts_from_file",""
"passed","Fri Aug 13 23:35:47 GMT 2021","Fri Aug 13 23:35:50 GMT 2021","3454","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
"passed","Fri Aug 13 23:35:38 GMT 2021","Fri Aug 13 23:35:42 GMT 2021","4087","test_conduit","test_TC01_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"passed","Fri Aug 13 23:37:34 GMT 2021","Fri Aug 13 23:37:41 GMT 2021","6878","test_conduit","test_TC09_modify_user_profile","TestConduitApp","","","test_modify_user_name",""
"passed","Fri Aug 13 23:35:52 GMT 2021","Fri Aug 13 23:35:52 GMT 2021","318","test_conduit","test_TC03_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Fri Aug 13 23:37:42 GMT 2021","Fri Aug 13 23:37:54 GMT 2021","11392","test_conduit","test_TC10_delete_comment","TestConduitApp","","","test_delete_comment",""
"passed","Fri Aug 13 23:35:53 GMT 2021","Fri Aug 13 23:36:01 GMT 2021","7927","test_conduit","test_TC04_signin","TestConduitApp","","","test_sign_in",""
"passed","Fri Aug 13 23:35:43 GMT 2021","Fri Aug 13 23:35:45 GMT 2021","2523","test_conduit","test_TC02_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Fri Aug 13 23:36:32 GMT 2021","Fri Aug 13 23:36:39 GMT 2021","6399","test_conduit","test_TC07_pagination","TestConduitApp","","","test_pagination",""
"passed","Fri Aug 13 23:36:01 GMT 2021","Fri Aug 13 23:36:02 GMT 2021","303","test_conduit","test_TC04_signin","TestConduitApp","","","test_attach_userdata",""
