"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 12:47:31 GMT 2021","Tue Aug 10 12:47:35 GMT 2021","4112","test_conduit","test_TC1_accept_cookies","TestConduitApp","","","test_accept_cookies",""
"broken","Tue Aug 10 12:47:48 GMT 2021","Tue Aug 10 12:47:53 GMT 2021","4922","test_conduit","test_TC5_create_new_blogpost","TestConduitApp","","","test_create_new_blogpost",""
"passed","Tue Aug 10 12:47:43 GMT 2021","Tue Aug 10 12:47:43 GMT 2021","1","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_attach_userdata",""
"passed","Tue Aug 10 12:47:36 GMT 2021","Tue Aug 10 12:47:39 GMT 2021","2581","test_conduit","test_TC2_signup_wrong_pwd","TestConduitApp","","","test_registration_wrong_pw",""
"passed","Tue Aug 10 12:47:44 GMT 2021","Tue Aug 10 12:47:48 GMT 2021","3885","test_conduit","test_TC4_signin","TestConduitApp","","","test_sign_in",""
"broken","Tue Aug 10 12:47:55 GMT 2021","Tue Aug 10 12:47:58 GMT 2021","2907","test_conduit","test_TC7_pagination","TestConduitApp","","","test_pagination",""
"passed","Tue Aug 10 12:47:40 GMT 2021","Tue Aug 10 12:47:43 GMT 2021","2415","test_conduit","test_TC3_signup_dynamic","TestConduitApp","","","test_registration_dynamic_userdata",""
